347,セーター,セーター,sweater,N5
351,ゼロ,ゼロ,zero,N5
358,そう; そうです,そう; そうです,"yes; appears, to be the case",N5
360,そうして; そして,そうして; そして,"and, like that",N5
361,そこ,そこ,"that place, there; bottom, sole",N5
362,そちら,そちら,over there,N5
363,そっち,そっち,over there,N5
365,その,その,that,N5
366,そば,そば,"near, close, beside; Japanese traditional buckwheat noodle",N5
368,それ,それ,that one,N5
369,それから,それから,"and then, after that",N5
370,それでは,それでは,"in that situation, well then...",N5
382,タクシー,タクシー,taxi,N5
386,たて,たて,"length, height",N5
390,たばこ,たばこ,"tobacco, cigarettes",N5
411,ちょっと,ちょっと,"a little, somewhat; just a little, somewhat",N5
419,つける,つける,"to turn on (e.g., a light); to take",N5
421,つまらない,つまらない,"boring, dull; insignificant",N5
425,テープ,テープ,tape,N5
427,テーブル,テーブル,table,N5
426,テープレコーダー,テープレコーダー,tape recorder,N5
430,できる,できる,to be able to (to accomplish),N5
432,テスト,テスト,test,N5
433,では,では,"then, well, so",N5
434,デパート,デパート,(abbr.) department store,N5
435,でも,でも,"but, however",N5
437,テレビ,テレビ,"television, TV",N5
444,ドア,ドア,door (Western style),N5
445,トイレ,トイレ,bathroom; toilet,N5
446,どう,どう,"how, in what way",N5
447,どうして,どうして,"why, for what reason",N5
448,どうぞ,どうぞ,"please, kindly, by all means",N5
450,どうも,どうも,Thank you; somehow; no matter how hard one may try,N5
457,どこ,どこ,"where, what place",N5
461,どちら,どちら,which (one) (way); where (polite),N5
462,どっち,どっち,"which one, which way",N5
463,とても,とても,"very (much), greatly, exceedingly",N5
464,どなた,どなた,who,N5
466,どの,どの,which,N5
475,どれ,どれ,which one,N5
476,どんな,どんな,"what, what kind of",N5
477,ない,ない,"there isn't, doesn't have",N5
478,ナイフ,ナイフ,knife,N5
483,なぜ,なぜ,why (same as どうして),N5
494,なる,なる,to become,N5
497,にぎやか,にぎやか,"bustling, busy",N5
503,ニュース,ニュース,news,N5
508,ネクタイ,ネクタイ,"tie, necktie",N5
512,ノート,ノート,notebook,N5
518,パーティー,パーティー,a party,N5
519,はい,はい,yes,N5
524,はく,はく,to put on (items below your waist),N5
532,バス,バス,bus; bath; bass,N5
533,バター,バター,butter,N5
552,パン,パン,bread,N5
553,ハンカチ,ハンカチ,handkerchief,N5
576,フィルム,フィルム,film (roll of),N5
578,プール,プール,swimming pool,N5
579,フォーク,フォーク,fork,N5
592,ページ,ページ,a page,N5
594,ベッド,ベッド,bed,N5
595,ペット,ペット,pet,N5
598,ペン,ペン,pen,N5
602,ボールペン,ボールペン,ball-point pen,N5
604,ポケット,ポケット,pocket,N5
606,ポスト,ポスト,"mailbox; post, position",N5
608,ボタン,ボタン,button,N5
609,ホテル,ホテル,hotel,N5
624,まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)",N5
625,また,また,and; furthermore,N5
626,まだ,まだ,"yet, still, besides",N5
629,まっすぐ,まっすぐ,"straight (ahead), direct",N5
630,マッチ,マッチ,match,N5
649,みんな,みんな,"all, everyone, everybody",N5
656,メートル,メートル,meter,N5
658,もう,もう,already; again; more,N5
660,もしもし,もしもし,Hello? (used on the phone),N5
662,もっと,もっと,more,N5
675,やる,やる,"to do; to give (to pets, parents, siblings, etc.)",N5
682,ゆっくりと,ゆっくりと,"slowly, at ease",N5
685,よく,よく,"frequently, often (much); well, skillfully",N5
696,ラジオ,ラジオ,radio,N5
697,ラジオカセ,ラジオカセ,radio cassette player,N5
698,りっぱ,りっぱ,"splendid, fine",N5
705,レコード,レコード,record,N5
706,レストラン,レストラン,restaurant,N5
710,ワイシャツ,ワイシャツ,"shirt (lit: white shirt), business shirt",N5
57,一,いち,one,N5
565,一つ,ひとつ,one thing,N5
567,一人,ひとり,one person,N5
58,一日,いちにち,one day (duration),N5
412,一日,ついたち,one day; first day of the month,N5
121,一昨日,おととい,the day before yesterday,N5
566,一月,ひとつき,one month,N5
59,一番,いちばん,"best (most), first, number one",N5
62,一緒,いっしょ,together,N5
410,丁度,ちょうど,"just, right, exactly",N5
300,七,しち,seven,N5
487,七つ,ななつ,seven things,N5
489,七日,なのか,seven days; seventh day (of the month),N5
633,万,まん,ten thousand,N5
634,万年筆,まんねんひつ,fountain pen,N5
320,丈夫,じょうぶ,"strong, solid, durable",N5
288,三,さん,three,N5
643,三つ,みっつ,three things,N5
642,三日,みっか,"three days, third day of the month",N5
76,上,うえ,"above (up, top, etc.), over, on top of",N5
11,上げる,あげる,"to raise, to lift",N5
319,上手,じょうず,"be good at, skillful",N5
86,上着,うわぎ,"coat, jacket",N5
299,下,した,"under, below, beneath",N5
218,下さい,ください,(with te-form verb) please do for me,N5
593,下手,へた,"unskillful, poor",N5
700,両親,りょうしん,"parents (lit., both parents)",N5
492,並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",N5
493,並べる,ならべる,to put (things) side by side; to line up,N5
479,中,なか,"inside, middle, among",N5
632,丸い; 円い,まるい,"round, circular",N5
516,乗る,のる,"to get on, to ride in, to board",N5
201,九,きゅう,nine,N5
216,九,く,nine,N5
255,九つ,ここのつ,nine things,N5
254,九日,ここのか,nine days; ninth day of the month,N5
496,二,に,two,N5
582,二つ,ふたつ,two things,N5
584,二人,ふたり,two people,N5
537,二十日,はつか,"twenty days, twentieth (day of the month)",N5
534,二十歳,はたち,20 years old,N5
585,二日,ふつか,two days; second day of the month,N5
243,五,ご,five,N5
63,五つ,いつつ,five things,N5
61,五日,いつか,five days; fifth day of the month,N5
246,交差点,こうさてん,intersection,N5
248,交番,こうばん,police box,N5
564,人,ひと,"man, person",N5
66,今,いま,now,N5
261,今年,ことし,this year,N5
204,今日,きょう,"today, this day",N5
273,今晩,こんばん,"tonight, this evening",N5
270,今月,こんげつ,this month,N5
235,今朝,けさ,this morning,N5
271,今週,こんしゅう,this week,N5
296,仕事,しごと,"work, job, occupation, employment",N5
671,休み,やすみ,holiday; day off; absence,N5
672,休む,やすむ,"to rest, to have a break, to get time off",N5
2,会う,あう,"to meet, to see",N5
146,会社,かいしゃ,"company, corporation",N5
128,伯母さん; 叔母さん,おばさん,aunt,N5
110,伯父; 叔父さん,おじさん,"uncle, middle-aged man",N5
561,低い,ひくい,"short, low",N5
342,住む,すむ,"to reside, to live in",N5
179,体,からだ,body; health,N5
488,何,なん; なに,what,N5
495,何～,なん～,what sort of ~,N5
36,余り,あまり,not very; surplus,N5
418,作る,つくる,"to make, to create",N5
280,作文,さくぶん,essay; composition,N5
413,使う,つかう,to use,N5
600,便利,べんり,"convenient, handy",N5
180,借りる,かりる,"to borrow, to owe",N5
160,傘,かさ,"umbrella, parasol",N5
535,働く,はたらく,to work,N5
241,元気,げんき,"health(y), energetic",N5
29,兄,あに,(my) older brother (humble),N5
206,兄弟,きょうだい,"siblings (humble), brothers and sisters",N5
278,先,さき,"future; recent, previous",N5
353,先月,せんげつ,last month,N5
355,先生,せんせい,"teacher, professor; master; doctor",N5
354,先週,せんしゅう,last week,N5
522,入る,はいる,"to enter, to contain, to hold",N5
73,入れる,いれる,to put in,N5
70,入口,いりぐち,entrance,N5
357,全部,ぜんぶ,"all, entire, whole",N5
536,八,はち,eight,N5
673,八つ,やっつ,eight things,N5
683,八日,ようか,eight days; eighth day of the month,N5
667,八百屋,やおや,greengrocer,N5
245,公園,こうえん,a park,N5
709,六,ろく,six,N5
653,六つ,むっつ,six things,N5
650,六日,むいか,six days; sixth day of month,N5
311,写真,しゃしん,a picture; a photograph,N5
587,冬,ふゆ,winter,N5
422,冷たい,つめたい,"cold (things, people)",N5
704,冷蔵庫,れいぞうこ,refrigerator,N5
428,出かける,でかける,to go out; to depart,N5
383,出す,だす,to take (something) out; to hand in (something),N5
436,出る,でる,"to appear, to leave",N5
431,出口,でぐち,an exit,N5
712,分かる,わかる,to understand,N5
209,切る,きる,to cut; to hang up (a phone),N5
198,切手,きって,postal (postage) stamps,N5
199,切符,きっぷ,a ticket,N5
529,初め; 始め,はじめ,"beginning, start",N5
530,初めて,はじめて,for the first time,N5
621,前,まえ,"before, in front",N5
599,勉強,べんきょう (する),study,N5
449,動物,どうぶつ,animal,N5
420,勤める,つとめる,to work (for),N5
194,北,きた,north,N5
53,医者,いしゃ,doctor; physician,N5
314,十,じゅう,ten,N5
451,十,(〜を) とお,ten (~),N5
453,十日,とおか,ten days; tenth day of the month,N5
352,千,せん,thousand,N5
256,午前,ごぜん,"morning, A.M.",N5
253,午後,ごご,"afternoon, P.M.",N5
549,半,はん,"half (e.g., にじはん | half-past two)",N5
556,半分,はんぶん,half,N5
646,南,みなみ,South,N5
34,危ない,あぶない,"dangerous, critical",N5
394,卵,たまご,egg,N5
25,厚い,あつい,"kind, warm(hearted), thick, deep",N5
207,去年,きょねん,last year,N5
469,友達,ともだち,friend,N5
473,取る,とる,to take (a class); to get (a grade),N5
220,口,くち,job opening; mouth,N5
589,古い,ふるい,"old (in reference to objects, not people), aged, ancient",N5
187,可愛い,かわいい,"cute, adorable",N5
377,台所,だいどころ,kitchen,N5
636,右,みぎ,right hand side,N5
125,同じ,おなじ,"same, identical",N5
490,名前,なまえ,name,N5
651,向こう,むこう,"beyond, over there",N5
329,吸う,すう,"to breathe in, to suck",N5
580,吹く,ふく,"to blow (wind, etc.)",N5
689,呼ぶ,よぶ,to call (one's name); to invite,N5
279,咲く,さく,to bloom,N5
665,問題,もんだい,a problem,N5
197,喫茶店,きっさてん,café,N5
290,四,し,four,N5
688,四つ,よっつ,four things,N5
687,四日,よっか,four days; fourth day of the month,N5
267,困る,こまる,"to be bothered, to have difficulty",N5
460,図書館,としょかん,library,N5
223,国,くに,country; place of origin,N5
470,土曜日,どようび,Saturday,N5
40,在る,ある,"to be, to have",N5
404,地下鉄,ちかてつ,"underground train, subway",N5
405,地図,ちず,a map,N5
292,塩,しお,salt,N5
249,声,こえ,voice,N5
84,売る,うる,to sell (v.t.),N5
484,夏,なつ,summer,N5
485,夏休み,なつやすみ,summer vacation,N5
676,夕方,ゆうがた,"late afternoon (typically just before dinner time), evening",N5
677,夕飯,ゆうはん,"dinner, supper, evening meal",N5
364,外,そと,"outside, exterior",N5
603,外,ほか,"other, the rest",N5
144,外国,がいこく,foreign country; abroad,N5
145,外国人,がいこくじん,foreigner,N5
98,多い,おおい,many; there are a lot,N5
391,多分,たぶん,"perhaps, probably, maybe",N5
691,夜,よる,"evening, night",N5
99,大きい,おおきい,"big, large",N5
100,大きな,おおきな,big,N5
374,大丈夫,だいじょうぶ,It's ok (all right); No need to worry; Everything is under control,N5
123,大人,おとな,adult,N5
373,大使館,たいしかん,embassy,N5
376,大切,たいせつ,important,N5
101,大勢,おおぜい,great number of people,N5
378,大変,たいへん,"very; difficult, hard",N5
375,大好き,だいすき,"very like-able, like very much",N5
372,大学,だいがく,college; university,N5
438,天気,てんき,weather,N5
586,太い,ふとい,"fat, thick",N5
107,奥さん,おくさん,(someone else's) wife (hon.),N5
140,女,おんな,"woman, female",N5
141,女の子,おんなのこ,girl,N5
331,好き,すき,"liking, fondness, love",N5
68,妹,いもうと,younger sister (humble),N5
30,姉,あね,(my) older sister (humble),N5
528,始まる,はじまる,(something) begins,N5
69,嫌,いや,"disagreeable, detestable, unpleasant",N5
208,嫌い,きらい,dislike,N5
263,子供,こども,child(ren),N5
305,字引,じびき,dictionary,N5
168,学校,がっこう,a school,N5
156,学生,がくせい,student,N5
670,安い,やすい,inexpensive; cheap (things),N5
47,家,いえ,"house, home",N5
170,家庭,かてい,home; family,N5
165,家族,かぞく,"family, members of a family",N5
318,宿題,しゅくだい,homework,N5
285,寒い,さむい,cold (in reference to weather),N5
510,寝る,ねる,to sleep; to go to sleep; to go to bed,N5
577,封筒,ふうとう,envelope,N5
399,小さい,ちいさい,"small, little",N5
400,小さな,ちいさな,"small, little",N5
335,少し,すこし,"little, few",N5
333,少ない,すくない,a little; a few,N5
71,居る,いる,"(humble) to be (animate), to exist",N5
674,山,やま,mountain,N5
185,川; 河,かわ,river,N5
563,左,ひだり,left hand side,N5
281,差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",N5
151,帰る,かえる,"to go back, to go home, to return",N5
601,帽子,ぼうし,hat; cap,N5
572,平仮名,ひらがな,hiragana,N5
459,年,とし,"year, age",N5
575,広い,ひろい,spacious; wide; broad,N5
639,店,みせ,"store, shop",N5
344,座る,すわる,to sit,N5
504,庭,にわ,garden,N5
708,廊下,ろうか,corridor,N5
387,建物,たてもの,building,N5
559,引く,ひく,"to pull, to draw; subtract",N5
118,弟,おとうと,younger brother,N5
692,弱い,よわい,weak,N5
423,強い,つよい,"strong, powerful",N5
560,弾く,ひく,to play (a string instrument or piano),N5
628,待つ,まつ,to wait,N5
27,後,あと,afterwards (later); in the future; the rest; since then,N5
77,後ろ,うしろ,"back, behind, rear",N5
265,御飯,ごはん,rice (cooked); meal,N5
713,忘れる,わすれる,to forget,N5
55,忙しい,いそがしい,"busy (people, days)",N5
718,悪い,わるい,"bad, sinful; inferior",N5
67,意味,いみ,"meaning, significance",N5
442,戸,と,door (Japanese style),N5
458,所,ところ,place,N5
424,手,て,hand,N5
429,手紙,てがみ,letter,N5
113,押す,おす,"to push, to press, to stamp (e.g., a passport)",N5
661,持つ,もつ,"to hold, to carry; to possess",N5
359,掃除,そうじ (する),"cleaning, sweeping",N5
317,授業,じゅぎょう,a class (of school),N5
158,掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",N5
474,撮る,とる,"to take (a photo), to make (a film)",N5
112,教える,おしえる,"to teach, to inform, to instruct",N5
205,教室,きょうしつ,classroom,N5
289,散歩,さんぽ (する),"walk, stroll",N5
591,文章,ぶんしょう,"sentence, text",N5
701,料理,りょうり,cooking; cuisine,N5
21,新しい,あたらしい,new,N5
327,新聞,しんぶん,newspaper,N5
164,方,かた,-- honorific form for 人 (ひと) --; way of doing,N5
702,旅行,りょこう,"travel, trip",N5
501,日曜日,にちようび,Sunday,N5
543,早い,はやい,early,N5
7,明るい,あかるい,bright (in reference to personality or weather); cheerful,N5
14,明後日,あさって,day after tomorrow,N5
16,明日,あした,tomorrow,N5
669,易しい,やさしい,"easy, plain, simple",N5
88,映画,えいが,"movie, film",N5
89,映画館,えいがかん,"movie theater, cinema",N5
545,春,はる,spring,N5
679,昨夜,ゆうべ,last night,N5
200,昨日,きのう,yesterday,N5
573,昼,ひる,"noon, daytime",N5
574,昼御飯,ひるごはん,"lunch, midday meal",N5
455,時々,ときどき,sometimes,N5
456,時計,とけい,a watch; a clock,N5
294,時間,じかん,time,N5
550,晩,ばん,evening,N5
555,晩御飯,ばんごはん,"dinner, evening meal",N5
547,晴れ,はれ,clear (sunny) weather,N5
548,晴れる,はれる,to be sunny,N5
568,暇,ひま,"free time, leisure",N5
23,暑い,あつい,"hot (in reference to weather), warm",N5
19,暖かい,あたたかい,warm,N5
226,暗い,くらい,"dark, gloomy",N5
224,曇り,くもり,"cloudiness, cloudy weather",N5
225,曇る,くもる,"to become cloudy, to become dim",N5
623,曲る,まがる,"to turn, to bend",N5
155,書く,かく,to write,N5
239,月曜日,げつようび,Monday,N5
41,有る,ある,"to be, to have",N5
680,有名,ゆうめい,famous,N5
581,服,ふく,clothes,N5
12,朝,あさ,morning,N5
13,朝御飯,あさごはん,breakfast,N5
189,木,き,"tree, wood, timber",N5
659,木曜日,もくようび,Thursday,N5
610,本,ほん,book,N5
613,本当,ほんとう,"real, true",N5
612,本棚,ほんだな,bookshelf,N5
417,机,つくえ,desk,N5
654,村,むら,village,N5
230,来る,くる,to come,N5
695,来年,らいねん,next year,N5
693,来月,らいげつ,next month,N5
694,来週,らいしゅう,next week,N5
557,東,ひがし,east,N5
219,果物,くだもの,fruit,N5
54,椅子,いす,chair,N5
388,楽しい,たのしい,"enjoyable, fun",N5
686,横,よこ,beside; side; width,N5
526,橋,はし,bridge,N5
415,次,つぎ,next,N5
605,欲しい,ほしい,"to want, in need of",N5
79,歌,うた,a song,N5
80,歌う,うたう,to sing,N5
468,止まる,とまる,to come to a halt,N5
42,歩く,あるく,to walk,N5
517,歯,は,tooth,N5
304,死ぬ,しぬ,to die,N5
398,段々,だんだん,"gradually, by degrees",N5
542,母,はは,(my) mother,N5
619,毎年,まいねん; まいとし,"every year, yearly, annually",N5
618,毎日,まいにち,every day,N5
620,毎晩,まいばん,every night,N5
616,毎月,まいげつ; まいつき,"every month, monthly",N5
615,毎朝,まいあさ,every morning,N5
617,毎週,まいしゅう,every week,N5
638,水,みず,water,N5
328,水曜日,すいようび,Wednesday,N5
196,汚い,きたない,"dirty, unclean, filthy",N5
52,池,いけ,pond,N5
381,沢山,たくさん,"many, much",N5
136,泳ぐ,およぐ,to swim,N5
684,洋服,ようふく,Western-style clothes,N5
39,洗う,あらう,to wash,N5
356,洗濯,せんたく,"washing, laundry",N5
33,浴びる,あびる,"to bathe, to shower",N5
83,海,うみ,"sea, beach",N5
192,消える,きえる,"to vanish, to disappear",N5
236,消す,けす,"to erase, to delete, to turn off power",N5
336,涼しい,すずしい,"cool, refreshing (in reference to weather)",N5
716,渡す,わたす,to hand (something) over (v.t.); to get across,N5
717,渡る,わたる,"to cross over, to go across",N5
507,温い,ぬるい,lukewarm,N5
188,漢字,かんじ,kanji; Chinese character,N5
177,火曜日,かようび,Tuesday,N5
521,灰皿,はいざら,ashtray,N5
482,無くす,なくす,to lose something,N5
24,熱い,あつい,hot (objects),N5
406,父,ちち,(my) father,N5
166,片仮名,かたかな,katakana,N5
203,牛乳,ぎゅうにゅう,milk,N5
202,牛肉,ぎゅうにく,beef,N5
663,物,もの,thing (concrete object),N5
65,犬,いぬ,dog,N5
350,狭い,せまい,narrow; not spacious,N5
509,猫,ねこ,cat,N5
240,玄関,げんかん,entrance (to a house or a building),N5
35,甘い,あまい,"generous, sweet",N5
82,生まれる,うまれる,to be born,N5
346,生徒,せいと,student; pupil,N5
119,男,おとこ,"man, male",N5
120,男の子,おとこのこ,boy,N5
627,町,まち,town; city,N5
699,留学生,りゅうがくせい,international student,N5
554,番号,ばんごう,"number, series of digits",N5
414,疲れる,つかれる,to get (become) tired; to become fatigued,N5
571,病気,びょうき,illness; sickness,N5
570,病院,びょういん,hospital,N5
56,痛い,いたい,hurt; painful; sore,N5
513,登る,のぼる,to climb,N5
324,白,しろ,white,N5
325,白い,しろい,white,N5
569,百,ひゃく,hundred,N5
645,皆さん,みなさん,"all of you, everyone",N5
655,目,め,eye(s),N5
657,眼鏡,めがね,eye glasses,N5
416,着く,つく,"to arrive at, to reach",N5
210,着る,きる,to put on (clothes above your waist); to wear,N5
323,知る,しる,"to know, to understand",N5
637,短い,みじかい,short (length),N5
348,石鹸,せっけん,soap,N5
284,砂糖,さとう,sugar,N5
635,磨く,みがく,to brush (teeth); to polish,N5
714,私,わたし,"I, myself",N5
715,私,わたくし,"I (formal), myself, private affairs",N5
8,秋,あき,fall (season),N5
367,空,そら,sky,N5
631,窓,まど,window,N5
385,立つ,たつ,to stand up,N5
257,答える,こたえる,"to answer, to reply",N5
525,箱,はこ,box,N5
527,箸,はし,chopsticks,N5
247,紅茶,こうちゃ,black tea,N5
175,紙,かみ,paper,N5
607,細い,ほそい,"thin, slender, fine",N5
138,終る,おわる,"to finish, to close",N5
238,結婚,けっこん (する),marriage (get married),N5
237,結構,けっこう,"splendid; enough, tolerably",N5
87,絵,え,a painting; a picture; a drawing,N5
211,綺麗,きれい,"pretty, clean, tidy",N5
644,緑,みどり,green,N5
309,締める,しめる,"to tie, to fasten, to tighten",N5
707,練習,れんしゅう (する),(to) practice,N5
106,置く,おく,to put; to lay; to place,N5
97,美味しい,おいしい,"delicious, tasty",N5
491,習う,ならう,to learn,N5
647,耳,みみ,ear,N5
193,聞く,きく,"to hear, to listen, to ask",N5
498,肉,にく,meat,N5
345,背,せい,"(one's) height, stature",N5
349,背広,せびろ,men's suit,N5
506,脱ぐ,ぬぐ,to take off (clothes),N5
306,自分,じぶん,"myself, oneself",N5
303,自動車,じどうしゃ,automobile,N5
302,自転車,じてんしゃ,bicycle,N5
74,色,いろ,color,N5
75,色々,いろいろ,various,N5
538,花,はな,flower,N5
173,花瓶,かびん,(flower) vase,N5
711,若い,わかい,young,N5
90,英語,えいご,English (language),N5
408,茶碗,ちゃわん,rice bowl,N5
407,茶色,ちゃいろ,brown,N5
502,荷物,にもつ,luggage; baggage,N5
523,葉書,はがき,postcard,N5
78,薄い,うすい,"thin, weak",N5
217,薬,くすり,medicine,N5
49,行く,いく; ゆく,to go,N5
499,西,にし,west,N5
72,要る,いる,to need,N5
640,見せる,みせる,"to show, to display",N5
648,見る,みる,"to see, to look",N5
132,覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",N5
171,角,かど,"corner (e.g., desk, pavement)",N5
46,言う,いう,to say,N5
262,言葉,ことば,language; word(s); expression(s),N5
540,話,はなし,"talk (chat), story",N5
541,話す,はなす,to speak,N5
397,誕生日,たんじょうび,birthday,N5
690,読む,よむ,to read,N5
395,誰,だれ,who,N5
396,誰か,だれか,someone,N5
234,警官,けいかん,police officer,N5
583,豚肉,ぶたにく,pork,N5
276,財布,さいふ,wallet,N5
148,買い物,かいもの,shopping,N5
149,買う,かう,to buy,N5
161,貸す,かす,to lend,N5
546,貼る,はる,to post; to paste; to attach,N5
301,質問,しつもん,"question, inquiry",N5
5,赤,あか,red,N5
6,赤い,あかい,red,N5
531,走る,はしる,to run,N5
105,起きる,おきる,"to get up (e.g., from sleeping); to happen",N5
15,足; 脚,あし,foot; leg,N5
231,車,くるま,"car, vehicle",N5
182,軽い,かるい,"light, non-serious, minor",N5
178,辛い,からい,hot and spicy; salty,N5
297,辞書,じしょ,dictionary,N5
597,辺,へん,"area, vicinity",N5
401,近い,ちかい,"near, close by, short",N5
403,近く,ちかく,nearby; in the neighborhood,N5
150,返す,かえす,to return something,N5
544,速い,はやい,"fast, quick",N5
114,遅い,おそい,slow; (to be) late,N5
18,遊ぶ,あそぶ,to play; to spend time pleasantly; to hang out,N5
641,道,みち,"road, street; way, directions",N5
402,違う,ちがう,to be different; to differ; wrong,N5
452,遠い,とおい,"far (away), distant",N5
596,部屋,へや,a room,N5
678,郵便局,ゆうびんきょく,post office,N5
321,醤油,しょうゆ,soy sauce,N5
134,重い,おもい,heavy; serious,N5
668,野菜,やさい,vegetable,N5
215,金曜日,きんようび,Friday,N5
95,鉛筆,えんぴつ,pencil,N5
214,銀行,ぎんこう,bank,N5
154,鍵,かぎ,a lock; a key,N5
480,長い,ながい,"long, lengthy",N5
664,門,もん,gate,N5
307,閉まる,しまる,"to close, to be closed",N5
308,閉める,しめる,"to close, to shut",N5
9,開く,あく,"to open, to become open",N5
10,開ける,あける,to open (v.t.),N5
137,降りる,おりる,to get off,N5
588,降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",N5
147,階段,かいだん,stairs,N5
